1.068564039229946515e-17,6.250000000000015266e-02,9.374999999999997780e-01
2.092313973922069345e-16,6.249999999999995837e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
1.355051659200078127e-16,6.250000000000002776e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000005551e-02,9.374999999999998890e-01
4.346409064894762138e-17,6.250000000000013878e-02,9.374999999999997780e-01
6.816249635659358630e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.173688195331612992e-16,6.250000000000005551e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
6.867137226351531629e-17,6.250000000000011102e-02,9.374999999999997780e-01
4.825550023106040699e-19,6.250000000000005551e-02,9.374999999999998890e-01
6.929890858893564230e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.837251557180912707e-16,6.249999999999998612e-02,9.374999999999997780e-01
8.966405259702966609e-17,6.250000000000008327e-02,9.374999999999997780e-01
2.350128797425482137e-17,6.250000000000080491e-02,9.374999999999991118e-01
2.928519656262723409e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.059255010540268835e-17,6.250000000000016653e-02,9.374999999999997780e-01
1.185240925116576916e-16,6.250000000000005551e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
4.825550023106040699e-19,6.250000000000005551e-02,9.374999999999998890e-01
4.015012831928329358e-17,6.250000000000079103e-02,9.374999999999991118e-01
9.552760734795976419e-18,6.250000000000016653e-02,9.374999999999997780e-01
1.551945820712347972e-16,6.250000000000001388e-02,9.374999999999997780e-01
1.300989523430725659e-16,6.250000000000004163e-02,9.374999999999997780e-01
7.093322770978408454e-17,6.250000000000009714e-02,9.374999999999997780e-01
3.421582247600935162e-17,6.250000000000013878e-02,9.374999999999997780e-01
5.556939975735392241e-17,6.250000000000012490e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
5.116792066820544919e-17,6.250000000000077716e-02,9.374999999999991118e-01
5.578886371562931588e-17,6.250000000000012490e-02,9.374999999999997780e-01
6.513213582807574333e-17,6.250000000000011102e-02,9.374999999999997780e-01
2.468264408210888161e-17,6.250000000000080491e-02,9.374999999999991118e-01
1.992287201442459714e-16,6.249999999999996531e-02,9.374999999999997780e-01
8.185934315626756979e-17,6.250000000000009714e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000005551e-02,9.374999999999998890e-01
0.000000000000000000e+00,6.250000000000005551e-02,9.374999999999998890e-01
5.436226460130279226e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.697291433118140020e-16,6.250000000000000000e-02,9.374999999999997780e-01
3.727144082171523555e-17,6.250000000000012490e-02,9.374999999999997780e-01
3.946487165566251533e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.894802703520104683e-16,6.249999999999997918e-02,9.374999999999997780e-01
2.385557098606897363e-17,6.250000000000013878e-02,9.374999999999997780e-01
3.092404151939490672e-17,6.250000000000013878e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
1.755143632107379338e-16,6.249999999999998612e-02,9.374999999999997780e-01
3.939985904903515261e-17,6.250000000000079103e-02,9.374999999999991118e-01
5.463436159066972090e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.122027763386950306e-16,6.250000000000005551e-02,9.374999999999997780e-01
6.929890858893564230e-17,6.250000000000011102e-02,9.374999999999997780e-01
9.186257785904563536e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.026390640630707885e-16,6.250000000000006939e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
7.780509933618484709e-17,6.250000000000009714e-02,9.374999999999997780e-01
1.820812240942874154e-16,6.249999999999998612e-02,9.374999999999997780e-01
6.519800097996107366e-17,6.250000000000011102e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
1.327126723698599430e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.945016419221164238e-16,6.249999999999997918e-02,9.374999999999997780e-01
9.040864157664158589e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.402815243471195901e-16,6.250000000000002776e-02,9.374999999999997780e-01
